titles,urls,ratings,n_favs,genres,authors
Warrior High School: Dungeon Raid Department,https://myanimelist.net/manga/152825/Warrior_High_School__Dungeon_Raid_Department,7.33,,[],[]
Da Wang Rao Ming,https://myanimelist.net/manga/145699/Da_Wang_Rao_Ming,7.32,,[],[]
Marriagetoxin,https://myanimelist.net/manga/146211/Marriagetoxin,7.32,,[],[]
Kiss shitai Otoko,https://myanimelist.net/manga/146253/Kiss_shitai_Otoko,7.32,,[],[]
Kumakura-san to Boku,https://myanimelist.net/manga/147672/Kumakura-san_to_Boku,7.32,,[],[]
Kill the Villainess,https://myanimelist.net/manga/148410/Kill_the_Villainess,7.32,,[],[]
Ending Maker,https://myanimelist.net/manga/150204/Ending_Maker,7.32,,[],[]
Sleeping Dead,https://myanimelist.net/manga/150480/Sleeping_Dead,7.32,,[],[]
Efforts Never Betray,https://myanimelist.net/manga/150567/Efforts_Never_Betray,7.32,,[],[]
Yeonwoo's Innocence,https://myanimelist.net/manga/152384/Yeonwoos_Innocence,7.32,,[],[]
Versus,https://myanimelist.net/manga/152946/Versus,7.32,,[],[]
Satsudou,https://myanimelist.net/manga/155315/Satsudou,7.32,,[],[]
Jigoku no Enra,https://myanimelist.net/manga/89241/Jigoku_no_Enra,7.32,,[],[]
Isekai Tensei Soudouki,https://myanimelist.net/manga/89703/Isekai_Tensei_Soudouki,7.32,,[],[]
Shiota-sensei to Amai-chan,https://myanimelist.net/manga/90223/Shiota-sensei_to_Amai-chan,7.32,,[],[]
Slow Days,https://myanimelist.net/manga/91200/Slow_Days,7.32,,[],[]
"Jinrou e no Tensei, Maou no Fukukan",https://myanimelist.net/manga/94034/Jinrou_e_no_Tensei_Maou_no_Fukukan,7.32,,[],[]
For the Sake of Sita,https://myanimelist.net/manga/94417/For_the_Sake_of_Sita,7.32,,[],[]
Sora no Kiseki Gaiden: Löwe Monogatari,https://myanimelist.net/manga/95695/Sora_no_Kiseki_Gaiden__Löwe_Monogatari,7.32,,[],[]
Hone ga Kusaru made,https://myanimelist.net/manga/102987/Hone_ga_Kusaru_made,7.32,,[],[]
Isekai Yakkyoku,https://myanimelist.net/manga/103320/Isekai_Yakkyoku,7.32,,[],[]
Totsugimasen kara!,https://myanimelist.net/manga/105370/Totsugimasen_kara,7.32,,[],[]
Fate/Grand Order: Turas Réalta,https://myanimelist.net/manga/108117/Fate_Grand_Order__Turas_Réalta,7.32,,[],[]
Super Danganronpa 2: Sayonara Zetsubou Gakuen,https://myanimelist.net/manga/110059/Super_Danganronpa_2__Sayonara_Zetsubou_Gakuen,7.32,,[],[]
Seijo no Maryoku wa Bannou desu,https://myanimelist.net/manga/111629/Seijo_no_Maryoku_wa_Bannou_desu,7.32,,[],[]
Manga de Yomu Jinsei ga Tokimeku Katazuke no Mahou,https://myanimelist.net/manga/111835/Manga_de_Yomu_Jinsei_ga_Tokimeku_Katazuke_no_Mahou,7.32,,[],[]
"Nanoni, Chigira-kun ga Amasugiru.",https://myanimelist.net/manga/112226/Nanoni_Chigira-kun_ga_Amasugiru,7.32,,[],[]
JK to Sutego no Akachan,https://myanimelist.net/manga/113279/JK_to_Sutego_no_Akachan,7.32,,[],[]
Dokgo 2,https://myanimelist.net/manga/118907/Dokgo_2,7.32,,[],[]
Amakunai Karera no Nichijou wa.,https://myanimelist.net/manga/120389/Amakunai_Karera_no_Nichijou_wa,7.32,,[],[]
"Food Court de, Mata Ashita.",https://myanimelist.net/manga/123519/Food_Court_de_Mata_Ashita,7.32,,[],[]
Onna no Sono no Hoshi,https://myanimelist.net/manga/131443/Onna_no_Sono_no_Hoshi,7.32,,[],[]
Korogaru Onna to Koi no Numa,https://myanimelist.net/manga/132371/Korogaru_Onna_to_Koi_no_Numa,7.32,,[],[]
Daddy Darling,https://myanimelist.net/manga/134076/Daddy_Darling,7.32,,[],[]
Wotaku ni Koi wa Muzukashii: Comic Anthology,https://myanimelist.net/manga/136056/Wotaku_ni_Koi_wa_Muzukashii__Comic_Anthology,7.32,,[],[]
Hone Dragon no Mana Musume,https://myanimelist.net/manga/137306/Hone_Dragon_no_Mana_Musume,7.32,,[],[]
Tenshi no Kiss,https://myanimelist.net/manga/316/Tenshi_no_Kiss,7.32,,[],[]
Oretama,https://myanimelist.net/manga/447/Oretama,7.32,,[],[]
Model,https://myanimelist.net/manga/455/Model,7.32,,[],[]
Seikai no Monshou,https://myanimelist.net/manga/519/Seikai_no_Monshou,7.32,,[],[]
Akuma no Ororon,https://myanimelist.net/manga/543/Akuma_no_Ororon,7.32,,[],[]
Excel Saga,https://myanimelist.net/manga/695/Excel_Saga,7.32,,[],[]
Rockman EXE,https://myanimelist.net/manga/761/Rockman_EXE,7.32,,[],[]
Wanted!,https://myanimelist.net/manga/793/Wanted,7.32,,[],[]
Eagle,https://myanimelist.net/manga/846/Eagle,7.32,,[],[]
Zero no Tsukaima,https://myanimelist.net/manga/1154/Zero_no_Tsukaima,7.32,,[],[]
Wanted,https://myanimelist.net/manga/1191/Wanted,7.32,,[],[]
Shin Shirayuki-hime Densetsu Pretear,https://myanimelist.net/manga/1248/Shin_Shirayuki-hime_Densetsu_Pretear,7.32,,[],[]
Dakedo Happy Paradise,https://myanimelist.net/manga/1273/Dakedo_Happy_Paradise,7.32,,[],[]
Confession,https://myanimelist.net/manga/1541/Confession,7.32,,[],[]
Legend of Nereid,https://myanimelist.net/manga/2538/Legend_of_Nereid,7.32,,[],[]
Mr. Fullswing,https://myanimelist.net/manga/3147/Mr_Fullswing,7.32,,[],[]
Potemayo,https://myanimelist.net/manga/3399/Potemayo,7.32,,[],[]
Hatsukoi Shimai,https://myanimelist.net/manga/3400/Hatsukoi_Shimai,7.32,,[],[]
Deep Love Virus,https://myanimelist.net/manga/3821/Deep_Love_Virus,7.32,,[],[]
Star Project Chiro,https://myanimelist.net/manga/3890/Star_Project_Chiro,7.32,,[],[]
Gakuen Utopia Manabi Straight!,https://myanimelist.net/manga/4168/Gakuen_Utopia_Manabi_Straight,7.32,,[],[]
Otogi Matsuri,https://myanimelist.net/manga/4215/Otogi_Matsuri,7.32,,[],[]
Aozora Pop,https://myanimelist.net/manga/4424/Aozora_Pop,7.32,,[],[]
Ryuu no Hanawazurai,https://myanimelist.net/manga/4455/Ryuu_no_Hanawazurai,7.32,,[],[]
Aa! Megami-sama!: First End,https://myanimelist.net/manga/4603/Aa_Megami-sama__First_End,7.32,,[],[]
Red Garden,https://myanimelist.net/manga/5600/Red_Garden,7.32,,[],[]
Freezing,https://myanimelist.net/manga/5911/Freezing,7.32,,[],[]
Hanshin,https://myanimelist.net/manga/5943/Hanshin,7.32,,[],[]
Metro Survive,https://myanimelist.net/manga/7181/Metro_Survive,7.32,,[],[]
Dan Doh!!,https://myanimelist.net/manga/7200/Dan_Doh,7.32,,[],[]
Dear Waltz,https://myanimelist.net/manga/7737/Dear_Waltz,7.32,,[],[]
Watashi no + Okusuri,https://myanimelist.net/manga/8510/Watashi_no___Okusuri,7.32,,[],[]
Oishinbo,https://myanimelist.net/manga/8820/Oishinbo,7.32,,[],[]
The Change!,https://myanimelist.net/manga/8837/The_Change,7.32,,[],[]
Chibi☆Devi!,https://myanimelist.net/manga/9131/Chibi☆Devi,7.32,,[],[]
Fire Emblem: Hasha no Tsurugi,https://myanimelist.net/manga/9144/Fire_Emblem__Hasha_no_Tsurugi,7.32,,[],[]
UFO Princess Valkyrie,https://myanimelist.net/manga/10049/UFO_Princess_Valkyrie,7.32,,[],[]
Junai★Sensation,https://myanimelist.net/manga/10393/Junai★Sensation,7.32,,[],[]
Shiro no Keiyaku,https://myanimelist.net/manga/10435/Shiro_no_Keiyaku,7.32,,[],[]
Toradora Spin-off!,https://myanimelist.net/manga/10550/Toradora_Spin-off,7.32,,[],[]
Boku kara Kimi ga Kienai,https://myanimelist.net/manga/11087/Boku_kara_Kimi_ga_Kienai,7.32,,[],[]
Dash! Kappei,https://myanimelist.net/manga/11214/Dash_Kappei,7.32,,[],[]
Kimi wa Boku no Toriko Nare,https://myanimelist.net/manga/11295/Kimi_wa_Boku_no_Toriko_Nare,7.32,,[],[]
Take Over Zone,https://myanimelist.net/manga/11575/Take_Over_Zone,7.32,,[],[]
Don Dracula,https://myanimelist.net/manga/12138/Don_Dracula,7.32,,[],[]
Ragtonia,https://myanimelist.net/manga/13213/Ragtonia,7.32,,[],[]
Ane☆Mone Seikaten,https://myanimelist.net/manga/14738/Ane☆Mone_Seikaten,7.32,,[],[]
Plastic Girl,https://myanimelist.net/manga/15718/Plastic_Girl,7.32,,[],[]
Papa Told Me,https://myanimelist.net/manga/16032/Papa_Told_Me,7.32,,[],[]
Seikimatsu Leader Den Takeshi!,https://myanimelist.net/manga/16502/Seikimatsu_Leader_Den_Takeshi,7.32,,[],[]
Hidan no Aria,https://myanimelist.net/manga/17536/Hidan_no_Aria,7.32,,[],[]
Countrouble,https://myanimelist.net/manga/18019/Countrouble,7.32,,[],[]
My Boyfriend Is a Vampire,https://myanimelist.net/manga/19984/My_Boyfriend_Is_a_Vampire,7.32,,[],[]
Nobara no Hanayome,https://myanimelist.net/manga/20296/Nobara_no_Hanayome,7.32,,[],[]
Hokusai,https://myanimelist.net/manga/21979/Hokusai,7.32,,[],[]
Ilegenes: Giyoku no Koukyoukyoku,https://myanimelist.net/manga/23036/Ilegenes__Giyoku_no_Koukyoukyoku,7.32,,[],[]
Kamisama no Memochou,https://myanimelist.net/manga/23779/Kamisama_no_Memochou,7.32,,[],[]
Konohanatei Kitan,https://myanimelist.net/manga/24455/Konohanatei_Kitan,7.32,,[],[]
Dark Air,https://myanimelist.net/manga/26370/Dark_Air,7.32,,[],[]
Supernatural Investigation Department,https://myanimelist.net/manga/35255/Supernatural_Investigation_Department,7.32,,[],[]
Koi Kyokusei,https://myanimelist.net/manga/37115/Koi_Kyokusei,7.32,,[],[]
Doko e mo Yukenai Ki ga Shiteta,https://myanimelist.net/manga/39805/Doko_e_mo_Yukenai_Ki_ga_Shiteta,7.32,,[],[]
Toaru Kagaku no Railgun: Giten Railgun,https://myanimelist.net/manga/47483/Toaru_Kagaku_no_Railgun__Giten_Railgun,7.32,,[],[]
Toaru Majutsu no Index: Road to Endymion,https://myanimelist.net/manga/48745/Toaru_Majutsu_no_Index__Road_to_Endymion,7.32,,[],[]
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,https://myanimelist.net/manga/48961/Yuusha_ni_Narenakatta_Ore_wa_Shibushibu_Shuushoku_wo_Ketsui_Shimashita,7.32,,[],[]
Log Horizon: Nishikaze no Ryodan,https://myanimelist.net/manga/56507/Log_Horizon__Nishikaze_no_Ryodan,7.32,,[],[]
Hikidashi ni Terrarium,https://myanimelist.net/manga/59913/Hikidashi_ni_Terrarium,7.32,,[],[]
Aku no Musume,https://myanimelist.net/manga/60559/Aku_no_Musume,7.32,,[],[]
Grisaia no Kajitsu: L'Oiseau bleu,https://myanimelist.net/manga/69141/Grisaia_no_Kajitsu__LOiseau_bleu,7.32,,[],[]
Suzumiya Haruhi Series: Atezuppo Numbers,https://myanimelist.net/manga/69957/Suzumiya_Haruhi_Series__Atezuppo_Numbers,7.32,,[],[]
Area 51,https://myanimelist.net/manga/72641/Area_51,7.32,,[],[]
Outer Zone,https://myanimelist.net/manga/73373/Outer_Zone,7.32,,[],[]
Hanebado!,https://myanimelist.net/manga/77989/Hanebado,7.32,,[],[]
Nightmare Funk,https://myanimelist.net/manga/79441/Nightmare_Funk,7.32,,[],[]
Koisaku Potager,https://myanimelist.net/manga/81435/Koisaku_Potager,7.32,,[],[]
Nanba MG5,https://myanimelist.net/manga/82837/Nanba_MG5,7.32,,[],[]
Debusen,https://myanimelist.net/manga/83181/Debusen,7.32,,[],[]
Gouhou Yuri Fuufu Hon,https://myanimelist.net/manga/83803/Gouhou_Yuri_Fuufu_Hon,7.32,,[],[]
Monogatari Series Heroine Hon,https://myanimelist.net/manga/86670/Monogatari_Series_Heroine_Hon,7.32,,[],[]
Ippo,https://myanimelist.net/manga/56307/Ippo,7.31,,[],[]
Keijo!!!!!!!!,https://myanimelist.net/manga/56505/Keijo,7.31,,[],[]
Sekai Oni,https://myanimelist.net/manga/59299/Sekai_Oni,7.31,,[],[]
Hitomi-sensei no Hokenshitsu,https://myanimelist.net/manga/59799/Hitomi-sensei_no_Hokenshitsu,7.31,,[],[]
Shuukan Shounen Girl,https://myanimelist.net/manga/69995/Shuukan_Shounen_Girl,7.31,,[],[]
All Out!!,https://myanimelist.net/manga/70739/All_Out,7.31,,[],[]
Shingeki no Kyojin: Kakuzetsu Toshi no Joou,https://myanimelist.net/manga/75859/Shingeki_no_Kyojin__Kakuzetsu_Toshi_no_Joou,7.31,,[],[]
Girls & Panzer,https://myanimelist.net/manga/75945/Girls___Panzer,7.31,,[],[]
Asebi to Sora Sekai no Boukensha,https://myanimelist.net/manga/76573/Asebi_to_Sora_Sekai_no_Boukensha,7.31,,[],[]
Pochi Kuro,https://myanimelist.net/manga/80187/Pochi_Kuro,7.31,,[],[]
Soumatou Kabushikigaisha,https://myanimelist.net/manga/83123/Soumatou_Kabushikigaisha,7.31,,[],[]
Kara no Kyoukai: Shuumatsu Rokuon/The Garden of Oblivion,https://myanimelist.net/manga/84999/Kara_no_Kyoukai__Shuumatsu_Rokuon_The_Garden_of_Oblivion,7.31,,[],[]
I Love You yori Aishiteru,https://myanimelist.net/manga/87501/I_Love_You_yori_Aishiteru,7.31,,[],[]
K: Missing Kings,https://myanimelist.net/manga/88483/K__Missing_Kings,7.31,,[],[]
Chou no Michiyuki,https://myanimelist.net/manga/88699/Chou_no_Michiyuki,7.31,,[],[]
Kyoto Teramachi Sanjou no Holmes,https://myanimelist.net/manga/110430/Kyoto_Teramachi_Sanjou_no_Holmes,7.31,,[],[]
Dakara Miyoko Desu,https://myanimelist.net/manga/111815/Dakara_Miyoko_Desu,7.31,,[],[]
Shoujo Shuumatsu Ryokou: Koushiki Anthology Comic,https://myanimelist.net/manga/112638/Shoujo_Shuumatsu_Ryokou__Koushiki_Anthology_Comic,7.31,,[],[]
Neko ga Nishi Mukya,https://myanimelist.net/manga/113869/Neko_ga_Nishi_Mukya,7.31,,[],[]
Uzaki-chan wa Asobitai!,https://myanimelist.net/manga/114417/Uzaki-chan_wa_Asobitai,7.31,,[],[]
Achira Kochira Bokura,https://myanimelist.net/manga/114672/Achira_Kochira_Bokura,7.31,,[],[]
Koi to Shinzou,https://myanimelist.net/manga/117203/Koi_to_Shinzou,7.31,,[],[]
Musume ja Nakute Mama ga Suki nano!?,https://myanimelist.net/manga/125629/Musume_ja_Nakute_Mama_ga_Suki_nano,7.31,,[],[]
"Ijimeru Aitsu ga Warui no ka, Ijimerareta Boku ga Warui no ka?",https://myanimelist.net/manga/127244/Ijimeru_Aitsu_ga_Warui_no_ka_Ijimerareta_Boku_ga_Warui_no_ka,7.31,,[],[]
Goukaku no Tame no! Yasashii Sankaku Kankei Nyuumon,https://myanimelist.net/manga/128747/Goukaku_no_Tame_no_Yasashii_Sankaku_Kankei_Nyuumon,7.31,,[],[]
Maji de Tsukiau 15-funmae,https://myanimelist.net/manga/129019/Maji_de_Tsukiau_15-funmae,7.31,,[],[]
Jiji Neko Kurashi,https://myanimelist.net/manga/129117/Jiji_Neko_Kurashi,7.31,,[],[]
Yakusoku no Neverland: Senyuu-tachi no Record,https://myanimelist.net/manga/129685/Yakusoku_no_Neverland__Senyuu-tachi_no_Record,7.31,,[],[]
Bungou Stray Dogs Koushiki Anthology: Hana,https://myanimelist.net/manga/130325/Bungou_Stray_Dogs_Koushiki_Anthology__Hana,7.31,,[],[]
Zettai ni Furo ni Hairitakunai Kanojo vs Zettai ni Furo ni Iretai Kareshi,https://myanimelist.net/manga/133916/Zettai_ni_Furo_ni_Hairitakunai_Kanojo_vs_Zettai_ni_Furo_ni_Iretai_Kareshi,7.31,,[],[]
"Yatara to Sasshi no Ii Ore wa, Dokuzetsu Kuudere Bishoujo no Chiisana Dere mo Minogasazu ni Guigui Iku",https://myanimelist.net/manga/139591/Yatara_to_Sasshi_no_Ii_Ore_wa_Dokuzetsu_Kuudere_Bishoujo_no_Chiisana_Dere_mo_Minogasazu_ni_Guigui_Iku,7.31,,[],[]
Yasashii Jikan,https://myanimelist.net/manga/140414/Yasashii_Jikan,7.31,,[],[]
Kabushikigaisha Magi-Lumière,https://myanimelist.net/manga/142224/Kabushikigaisha_Magi-Lumière,7.31,,[],[]
Mad Dog,https://myanimelist.net/manga/147115/Mad_Dog,7.31,,[],[]
Relationship Guidelines,https://myanimelist.net/manga/149611/Relationship_Guidelines,7.31,,[],[]
Reality Quest,https://myanimelist.net/manga/151157/Reality_Quest,7.31,,[],[]
There Is No Place for Fakes,https://myanimelist.net/manga/155704/There_Is_No_Place_for_Fakes,7.31,,[],[]
Kingdom Hearts II,https://myanimelist.net/manga/90288/Kingdom_Hearts_II,7.31,,[],[]
Touken Ranbu Online Anthology Comic: Touken Danshi Makuaigeki,https://myanimelist.net/manga/93134/Touken_Ranbu_Online_Anthology_Comic__Touken_Danshi_Makuaigeki,7.31,,[],[]
Game: Suit no Sukima,https://myanimelist.net/manga/95075/Game__Suit_no_Sukima,7.31,,[],[]
Criminale!,https://myanimelist.net/manga/96179/Criminale,7.31,,[],[]
Koisuru Shirokuma,https://myanimelist.net/manga/103028/Koisuru_Shirokuma,7.31,,[],[]
Rojiura Kurashi,https://myanimelist.net/manga/103487/Rojiura_Kurashi,7.31,,[],[]
The iDOLM@STER Cinderella Girls: U149,https://myanimelist.net/manga/106803/The_iDOLMSTER_Cinderella_Girls__U149,7.31,,[],[]
MF Ghost,https://myanimelist.net/manga/107908/MF_Ghost,7.31,,[],[]
Kure-nai,https://myanimelist.net/manga/17824/Kure-nai,7.31,,[],[]
Tales of the Abyss: Senketsu no Asch,https://myanimelist.net/manga/18551/Tales_of_the_Abyss__Senketsu_no_Asch,7.31,,[],[]
Shousetsu Mugen no Juunin: Ninjuu Ibun,https://myanimelist.net/manga/18997/Shousetsu_Mugen_no_Juunin__Ninjuu_Ibun,7.31,,[],[]
Jigoku Shoujo R,https://myanimelist.net/manga/20464/Jigoku_Shoujo_R,7.31,,[],[]
Mardock Scramble,https://myanimelist.net/manga/21371/Mardock_Scramble,7.31,,[],[]
Shoujo Kakumei Utena,https://myanimelist.net/manga/26103/Shoujo_Kakumei_Utena,7.31,,[],[]
Omoi no Kakera,https://myanimelist.net/manga/29027/Omoi_no_Kakera,7.31,,[],[]
Tiger & Bunny,https://myanimelist.net/manga/29553/Tiger___Bunny,7.31,,[],[]
Dounyatsu,https://myanimelist.net/manga/33915/Dounyatsu,7.31,,[],[]
Kanemochi-kun to Binbou-kun,https://myanimelist.net/manga/37151/Kanemochi-kun_to_Binbou-kun,7.31,,[],[]
GosickS,https://myanimelist.net/manga/44269/GosickS,7.31,,[],[]
Gravitation: Voice of Temptation,https://myanimelist.net/manga/335/Gravitation__Voice_of_Temptation,7.31,,[],[]
Peach Girl,https://myanimelist.net/manga/475/Peach_Girl,7.31,,[],[]
DVD,https://myanimelist.net/manga/750/DVD,7.31,,[],[]
Shoujo Kakumei Utena,https://myanimelist.net/manga/772/Shoujo_Kakumei_Utena,7.31,,[],[]
Slayers: Knight of the Aqualord,https://myanimelist.net/manga/1081/Slayers__Knight_of_the_Aqualord,7.31,,[],[]
Vampire Miyu,https://myanimelist.net/manga/1223/Vampire_Miyu,7.31,,[],[]
Good Morning Call,https://myanimelist.net/manga/1242/Good_Morning_Call,7.31,,[],[]
Senki Senki Momotama,https://myanimelist.net/manga/1544/Senki_Senki_Momotama,7.31,,[],[]
Loose Senki: Old Boy,https://myanimelist.net/manga/1929/Loose_Senki__Old_Boy,7.31,,[],[]
Majo,https://myanimelist.net/manga/2139/Majo,7.31,,[],[]
Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,https://myanimelist.net/manga/2180/Shiritsu_Araiso_Koutougakkou_Seitokai_Shikkoubu,7.31,,[],[]
Georgie,https://myanimelist.net/manga/2685/Georgie,7.31,,[],[]
Aiki,https://myanimelist.net/manga/3033/Aiki,7.31,,[],[]
Tsubasa wo Motsu Mono,https://myanimelist.net/manga/3113/Tsubasa_wo_Motsu_Mono,7.31,,[],[]
Inukami!,https://myanimelist.net/manga/3117/Inukami,7.31,,[],[]
Magical JxR,https://myanimelist.net/manga/3889/Magical_JxR,7.31,,[],[]
Skyhigh: Karma,https://myanimelist.net/manga/4036/Skyhigh__Karma,7.31,,[],[]
Winter Flowers,https://myanimelist.net/manga/4657/Winter_Flowers,7.31,,[],[]
Kimi no Iru Basho - Real x Fake,https://myanimelist.net/manga/5527/Kimi_no_Iru_Basho_-_Real_x_Fake,7.31,,[],[]
Tengujin,https://myanimelist.net/manga/5658/Tengujin,7.31,,[],[]
Ochanigosu.,https://myanimelist.net/manga/6816/Ochanigosu,7.31,,[],[]
Dear Boys Act 2,https://myanimelist.net/manga/6827/Dear_Boys_Act_2,7.31,,[],[]
Allison,https://myanimelist.net/manga/7086/Allison,7.31,,[],[]
Macross Frontier,https://myanimelist.net/manga/7238/Macross_Frontier,7.31,,[],[]
Bal Jak,https://myanimelist.net/manga/9248/Bal_Jak,7.31,,[],[]
Kidou Senshi Gundam,https://myanimelist.net/manga/9977/Kidou_Senshi_Gundam,7.31,,[],[]
Blood+ Russian Rose,https://myanimelist.net/manga/10411/Blood__Russian_Rose,7.31,,[],[]
Shounenha Karyuudo,https://myanimelist.net/manga/10462/Shounenha_Karyuudo,7.31,,[],[]
Hoshiyomi no Yogensha,https://myanimelist.net/manga/10808/Hoshiyomi_no_Yogensha,7.31,,[],[]
Innocence: After the Long Goodbye,https://myanimelist.net/manga/10820/Innocence__After_the_Long_Goodbye,7.31,,[],[]
S-senjou no Tena,https://myanimelist.net/manga/11222/S-senjou_no_Tena,7.31,,[],[]
I-Revo: Ice Revolution,https://myanimelist.net/manga/11419/I-Revo__Ice_Revolution,7.31,,[],[]
Shouri no Akuma,https://myanimelist.net/manga/13107/Shouri_no_Akuma,7.31,,[],[]
Gyakuten Kenji,https://myanimelist.net/manga/13469/Gyakuten_Kenji,7.31,,[],[]
Mobile Suit Gundam 00I,https://myanimelist.net/manga/15148/Mobile_Suit_Gundam_00I,7.31,,[],[]
Shin Kurosagi,https://myanimelist.net/manga/15380/Shin_Kurosagi,7.31,,[],[]
Orange Chocolate,https://myanimelist.net/manga/17153/Orange_Chocolate,7.31,,[],[]
Sono Mukou no Mukougawa,https://myanimelist.net/manga/147/Sono_Mukou_no_Mukougawa,7.3,,[],[]
Bus Gamer,https://myanimelist.net/manga/162/Bus_Gamer,7.3,,[],[]
Galaxy Angel 3rd,https://myanimelist.net/manga/679/Galaxy_Angel_3rd,7.3,,[],[]
Slayers Special,https://myanimelist.net/manga/719/Slayers_Special,7.3,,[],[]
Yo no Na wa Zushio,https://myanimelist.net/manga/758/Yo_no_Na_wa_Zushio,7.3,,[],[]
Kashimashi: Girl Meets Girl,https://myanimelist.net/manga/779/Kashimashi__Girl_Meets_Girl,7.3,,[],[]
Miyuki,https://myanimelist.net/manga/1015/Miyuki,7.3,,[],[]
Kenkou Zenrakei Suieibu Umishou,https://myanimelist.net/manga/1302/Kenkou_Zenrakei_Suieibu_Umishou,7.3,,[],[]
JoJo no Kimyou na Bouken Part 1: Phantom Blood,https://myanimelist.net/manga/1517/JoJo_no_Kimyou_na_Bouken_Part_1__Phantom_Blood,7.3,,[],[]
KimiKiss: Various Heroines,https://myanimelist.net/manga/1729/KimiKiss__Various_Heroines,7.3,,[],[]
Shaman Warrior,https://myanimelist.net/manga/1827/Shaman_Warrior,7.3,,[],[]
Kamisama Shinkaron,https://myanimelist.net/manga/2683/Kamisama_Shinkaron,7.3,,[],[]
Muteki Kanban Musume,https://myanimelist.net/manga/3063/Muteki_Kanban_Musume,7.3,,[],[]
Pugyuru,https://myanimelist.net/manga/3080/Pugyuru,7.3,,[],[]
Koi ni Ochita Ouji-sama,https://myanimelist.net/manga/3266/Koi_ni_Ochita_Ouji-sama,7.3,,[],[]
Wingman,https://myanimelist.net/manga/3390/Wingman,7.3,,[],[]
Gaki no Koro kara,https://myanimelist.net/manga/3662/Gaki_no_Koro_kara,7.3,,[],[]
Kiss,https://myanimelist.net/manga/3916/Kiss,7.3,,[],[]
Hokuto no Ken - Toki Gaiden,https://myanimelist.net/manga/4008/Hokuto_no_Ken_-_Toki_Gaiden,7.3,,[],[]
"Kiss, Zekkou, Kiss",https://myanimelist.net/manga/4154/Kiss_Zekkou_Kiss,7.3,,[],[]
Seishun Shiteru Kai!,https://myanimelist.net/manga/5258/Seishun_Shiteru_Kai,7.3,,[],[]
Doushirou de Gozaru,https://myanimelist.net/manga/5398/Doushirou_de_Gozaru,7.3,,[],[]
Dragon Quest Retsuden: Roto no Monshou,https://myanimelist.net/manga/5663/Dragon_Quest_Retsuden__Roto_no_Monshou,7.3,,[],[]
Yuugo,https://myanimelist.net/manga/5907/Yuugo,7.3,,[],[]
Kidou Senshi Gundam 00,https://myanimelist.net/manga/6732/Kidou_Senshi_Gundam_00,7.3,,[],[]
Toudo no Tabibito,https://myanimelist.net/manga/6902/Toudo_no_Tabibito,7.3,,[],[]
Suki ni Naru made Matte,https://myanimelist.net/manga/7142/Suki_ni_Naru_made_Matte,7.3,,[],[]
G・DEFEND,https://myanimelist.net/manga/7363/G・DEFEND,7.3,,[],[]
Pokémon DP: Pocket Monsters Diamond Pearl Monogatari,https://myanimelist.net/manga/7857/Pokémon_DP__Pocket_Monsters_Diamond_Pearl_Monogatari,7.3,,[],[]
Full Contact,https://myanimelist.net/manga/8205/Full_Contact,7.3,,[],[]
Hanako to Guuwa no Teller,https://myanimelist.net/manga/8585/Hanako_to_Guuwa_no_Teller,7.3,,[],[]
Lovely♥Lesson: Chuukyuu-hen,https://myanimelist.net/manga/9838/Lovely♥Lesson__Chuukyuu-hen,7.3,,[],[]
Tales of Vesperia,https://myanimelist.net/manga/10265/Tales_of_Vesperia,7.3,,[],[]
Giga Tokyo Toy Box,https://myanimelist.net/manga/12181/Giga_Tokyo_Toy_Box,7.3,,[],[]
Fuyu no Hana,https://myanimelist.net/manga/12359/Fuyu_no_Hana,7.3,,[],[]
Gente: Ristorante no Hitobito,https://myanimelist.net/manga/12400/Gente__Ristorante_no_Hitobito,7.3,,[],[]
Bloody Cross,https://myanimelist.net/manga/12757/Bloody_Cross,7.3,,[],[]
Inu wo Kau,https://myanimelist.net/manga/13026/Inu_wo_Kau,7.3,,[],[]
Wait!! Wolf,https://myanimelist.net/manga/13070/Wait_Wolf,7.3,,[],[]
Houkago Play,https://myanimelist.net/manga/13125/Houkago_Play,7.3,,[],[]
My Life's Tackle,https://myanimelist.net/manga/13135/My_Lifes_Tackle,7.3,,[],[]
Vampire,https://myanimelist.net/manga/14304/Vampire,7.3,,[],[]
One Piece: Mugiwara Daigekijou,https://myanimelist.net/manga/14414/One_Piece__Mugiwara_Daigekijou,7.3,,[],[]
Monochrome Kitan,https://myanimelist.net/manga/14850/Monochrome_Kitan,7.3,,[],[]
Zero,https://myanimelist.net/manga/16325/Zero,7.3,,[],[]
Junai Labyrinth,https://myanimelist.net/manga/17134/Junai_Labyrinth,7.3,,[],[]
Kedamono Arashi: Hug Me Baby!,https://myanimelist.net/manga/140908/Kedamono_Arashi__Hug_Me_Baby,7.3,,[],[]
Otome Game no Heroine de Saikyou Survival @comic,https://myanimelist.net/manga/143510/Otome_Game_no_Heroine_de_Saikyou_Survival_comic,7.3,,[],[]
Summertime Render 2026: Mizen Jikobukken,https://myanimelist.net/manga/146015/Summertime_Render_2026__Mizen_Jikobukken,7.3,,[],[]
